Studio,Category,Original criterion,Simplified requirement,Nestlé/WPP responsibility,Current status,Evidence,Missing requirement,Next action,Owner,Dependency,Target date
Thailand,Operational Excellence & Hygiene,"Is scope provided on an annual basis (qty, asset type)?",Clear annual scope by quantity and asset type,Nestlé,Fulfilled,Status workbook: Done — Ad Hoc Requests and Clients Not Planning Ahead Throughout the Year,None identified in scorecard,"Scope is explicit, capability led, and aligned to what the studio is expected to deliver","Shared, Nestlé signs off",Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Thailand,Operational Excellence & Hygiene,Are POs are issued based on agreed timelines?,Commercial documents issued to agreed timelines,Nestlé,Fulfilled,"Status workbook: On-Going — We are on track; however, we often have Ad Hoc briefs, which is why there are times when we need to work simultaneously with the PO process.",None identified in scorecard,Timely POs and Scope Closing,Shared,Source dependency: Not provided · Rule-based prerequisites: Clear annual scope by quantity and asset type: Fulfilled,Not provided
Thailand,Operational Excellence & Hygiene,Are asset and talent usage rights cascaded to the Content Studio?,"Legal, rights, talent and versioning requirements cascaded and followed",Nestlé,Fulfilled,Not provided,None identified in scorecard,Not provided,Not provided,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Thailand,Operational Excellence & Hygiene,Are Brand Stakeholders involved in Content Planning?,Brand stakeholders involved in content planning,Nestlé,Fulfilled,"Status workbook: On-Going — At present, we have established connections with all brands and are collaborating closely with the brand manager of each one.",None identified in scorecard,Named brand contacts who actively participate in planning,Nestlé,Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Thailand,Operational Excellence & Hygiene,"Do briefs provide enough lead time to ideate and produce, and are complete (key message, asset bank, target audience)?",Complete briefs with sufficient lead time and timely challenge,Nestlé,Fulfilled,"Status workbook: On-Going — Following our studio showcase, TH has gained more strategic briefs that encompass not only asset development but also a blend of various elements.",None identified in scorecard,"Briefs arrive complete, early enough, and through one agreed entry route","Nestlé for brief quality, WPP for QA",Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Thailand,Operational Excellence & Hygiene,Does the Nestlé Studio Manager/Owner meet with the Studio Lead on a monthly and/or quarterly basis?,Regular leadership and brand governance cadence,Nestlé,Not fulfilled,"Status workbook: On-Going — For ongoing projects or long-term campaigns, the team should conduct regular performance updates and create an optimization plan.",Regular leadership and brand governance cadence,"Weekly working sessions, monthly ops, quarterly strategic reviews are active",Shared,Source dependency: Not provided · Rule-based prerequisites: Dedicated Nestlé studio owner or manager: Fulfilled; Senior WPP studio leadership: Fulfilled,Not provided
Thailand,Operational Excellence & Hygiene,Are Brand Governance meetings in place with the Content Studio?,Regular leadership and brand governance cadence,Nestlé,Fulfilled,"Status workbook: On-Going — For ongoing projects or long-term campaigns, the team should conduct regular performance updates and create an optimization plan.",None identified in scorecard,"Weekly working sessions, monthly ops, quarterly strategic reviews are active",Shared,Source dependency: Not provided · Rule-based prerequisites: Dedicated Nestlé studio owner or manager: Fulfilled; Senior WPP studio leadership: Fulfilled,Not provided
Thailand,Operational Excellence & Hygiene,Is a shared workflow tool used consistently?,Consistent shared workflow and approval process,Nestlé,Not fulfilled,"Status workbook: On-Going — There is a need for improvement, but this occurs because we lack a dedicated team and have to rely on ad hoc briefs. Therefore, we must manage our workflow according to the situation at hand.",Consistent shared workflow and approval process,"Workflow is clear, disciplined, and supported by tools",Shared,Source dependency: Not provided · Rule-based prerequisites: Regular leadership and brand governance cadence: Open,Not provided
Thailand,Operational Excellence & Hygiene,Does the Nestlé utilize BrandShare?,Consistent BrandShare adoption,Nestlé,Not fulfilled,Status workbook: Not Started — Thailand team will be onboarded on BrandShare,Consistent BrandShare adoption,BrandShare or equivalent is used as source of truth,Shared,Source dependency: Not provided · Rule-based prerequisites: Consistent shared workflow and approval process: Open; Access to and use of the Nestlé tool stack: Fulfilled,Not provided
Thailand,Strategic Thinking,Are fire briefs cascaded to the Content Studio?,Complete briefs with sufficient lead time and timely challenge,Nestlé,Fulfilled,"Status workbook: On-Going — Following our studio showcase, TH has gained more strategic briefs that encompass not only asset development but also a blend of various elements.",None identified in scorecard,"Briefs arrive complete, early enough, and through one agreed entry route","Nestlé for brief quality, WPP for QA",Source dependency: Not provided · Rule-based prerequisites: No rule-based prerequisite mapped,Not provided
Thailand,Strategic Thinking,"Is there one shared dashboard to measure asset quantity, creative quality, speed and effectiveness?",Shared operational and effectiveness dashboard,Nestlé,Not fulfilled,"Status workbook: Not Started — The team hasn't started yet, but if you have any best practice formats to share, please do!",Shared operational and effectiveness dashboard,"One shared dashboard for output, speed, quality, and effectiveness",Shared,Source dependency: Not provided · Rule-based prerequisites: Aligned and cascaded KPIs: Fulfilled; Embedded analyst or insight capability: Fulfilled,Not provided
Thailand,Strategic Thinking,"Are Campaign Strategies cascaded to the Studio, or is the Studio given the opportunity to Strategize content planning?",Campaign strategy embedded in content planning,Nestlé,Fulfilled,Status workbook: On-Going — Currently TH dont have dedicated content strategy but utilise strategic planner team to support this area,None identified in scorecard,Dedicated content strategy capability embedded in the studio,WPP,Source dependency: Not provided · Rule-based prerequisites: Dedicated content strategy capability: Fulfilled; Complete briefs with sufficient lead time and timely challenge: Fulfilled,Not provided
Thailand,Production Excellence,Are previous learnings and insights shared during briefs?,"Prior learnings applied to briefs, planning and optimization",Nestlé,Fulfilled,"Status workbook: Not Started — It depends on the client's request or the regular report, rather than optimizing in real time.",None identified in scorecard,"Pre, in, and post campaign learning cycle exists",Shared,"Source dependency: It depends on the client's request or the regular report, rather than optimizing in real time. · Rule-based prerequisites: Aligned and cascaded KPIs: Fulfilled; Shared operational and effectiveness dashboard: Open; Embedded analyst or insight capability: Fulfilled",Not provided
